0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
Denmark,2,Open data,13,1,Data Distributor for the distribution of basic data,Data Distributor for the distribution of basic data,"Up to 2016, the basic data registers will be consolidated in a common system – a so-called “Data Distributor”, which both public and private users of basic data will have the opportunity to benefit from. All common public sector basic data are to be distributed through the Data Distributor, which in the long term will be able to hold other public data than basic data.<br/>Various dialogue and network activities regarding basic data are, furthermore, to contribute to encouraging authorities and companies to make use of the improved and free basic data, and to developing partnerships between public and private actors on the application of basic data.",Not Specified,Not Specified,None Specified,None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,1,0,0,0,0,NR,NR,0,a. low,1,NR,NR,NR,NR,NR,1,0,0,1,1,Minor,1,c. Substantial,4,ND,0,0,1,2014,2016,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,
Denmark,2,NA,14,1,Open Government Camp 2013,Open Government Camp 2014,"The work on implementing the many open government initiatives and activities presented in this National Action Plan will be launched with an Open Government Camp, which citizens, companies, associations, NGOs and public authorities will be invited to attend. The aim and objective of the Camp is to experiment on how civil society and the public sector can collaborate on performing societal tasks in new ways; on creating innovation and development; and on making use of the digital technologies to make our welfare society even better. At the same time, the Camp is to serve as a source of inspiration to public authorities who wish to organise similar events themselves or in other ways work on co-production and citizen participation. The Camp will consist of a number of workshops serving the purpose of addressing current challenges and issues, and the individual workshops and activities of the Camp will be organised as a joint effort by public authorities, civil society organisations, citizens and companies.",12/11/2013,12/11/2013,None Specified,None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,1,2,0,0,0,0,0,NR,NR,0,c. high,3,NR,NR,NR,NR,NR,0,1,0,0,1,Minor,1,d. Complete,5,ND,0,0,1,2014,2016,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,
Denmark,2,NA,15,1,Open Government Assistance to Myanmar,Open Government Assistance to Myanmar,"Denmark wishes to help develop and support inclusive democratic processes, good governance, and respect for human rights in Myanmar, and to contribute specifically to working towards the objective of a more open government with a view to encouraging Myanmar to aspire to join the OGP.",01/01/2015,30/6/2016,Ministry of Foreign Affairs,None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NR,1,2,0,0,0,0,0,NR,NR,0,c. high,3,NR,NR,NR,NR,NR,0,0,0,0,0,Minor,1,c. Substantial,4,ND,0,0,1,2014,2016,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,
Denmark,2,NA,16,1,Opening key public datasets,Opening key public datasets,"Government data can be used as raw material in the development of innovative digital services in the private sector, and access to public data can create more transparency in government decision-making and administration. However, a number of key public datasets are only partially open and accessible to civil society",01/01/2015,30/6/2016,Agency for Digitisation (Ministry of Finance),None Specified,NR,NR,NR,NR,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,4,0,0,0,0,0,NR,NR,0,c. high,3,NR,NR,NR,NR,NR,1,0,0,1,1,Moderate,2,b. Limited,3,ND,0,0,1,2014,2016,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,
Dominican Republic,1,NA,2,1,2: Sistema de Información Normativa del Estado dominicano,2: Sistema de Información Normativa del Estado dominicano,"Proveer a los ciudadanos y ciudadanas de la República Dominicana, y la sociedad en general, de una Base de Datos Legislativa completa y adecuada, con una estructura jurídico-legal revisada, organizada, integrada, actualizada y accesible que permita una rápida localización o consulta de información.",Not Specified,Not Specified,Consultoría Jurídica del Poder Ejecutivo,Cámara de Diputados <br/>Cámara de Diputados <br/>Cámara de Diputados <br/>Cámara de Diputados <br/>Cámara de Diputados,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,2,0,b. medium,2,0,0,0,0,0,1,0,0,1,1,Minor,1,b. Limited,3,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,3,1,3: Sistema Nacional de Estadísticas,3: Sistema Nacional de Estadísticas,"Coordinar y normalizar la producción de estadísticas oficiales básicas a nivel sectorial y territorial. En este sentido, se plantea la institucionalización de un Plan Estadístico Nacional (PEN), como instrumento que regula y define la producción estadística de los diferentes actores del Sistema Estadístico Nacional (SEN).",Not Specified,Not Specified,Oficina Nacional de Estadística,None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,3,0,a. low,1,0,0,0,0,0,1,1,0,1,1,Minor,1,d. Complete,5,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,7,1,7: Rediseño y fortalecimiento de las Comisiones de Ética,7: Rediseño y fortalecimiento de las Comisiones de Ética,"Dotar a la administración pública de una normativa actualizada que permita que estos organismos puedan operar correctamente. Al ser modificada la forma en la que son conformadas, se daría un carácter permanente y al mismo tiempo se empoderaría al personal en el proceso de elección.",Not Specified,Not Specified,Dirección General de Ética e Integridad Gubernamental (DIGEIG),None Specified,NR,NR,NR,NR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,7,0,b. medium,2,0,0,0,0,0,1,1,0,1,1,Minor,1,c. Substantial,4,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,10,1,10: Escuela Virtual de Transparencia de la República Dominicana,10: Escuela Virtual de Transparencia de la República Dominicana,La Escuela Virtual de Transparencia (EVT) permitirá capacitar con ciertos estándares a todos los Responsables de Acceso a la Información Pública y a su personal técnico. De igual modo todos los empleados y funcionarios de todas las instituciones públicas tendrán la oportunidad de profundizar sus conocimientos en torno a las normativas de transparencia de una forma sencilla e innovadora a través de aulas virtuales y material didáctico disponible desde la página web de la EVT.,Not Specified,Not Specified,Instituto Nacional de Administración Pública (INAP),Contraloría General de la República Dominicana (CGR),NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,10,0,a. low,1,0,0,0,0,0,1,1,0,1,1,Minor,1,d. Complete,5,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,21,1,22: Sensibilización transparencia y libre acceso a la información pública,22: Sensibilización transparencia y libre acceso a la información pública,"Se pretende generar las alianzas y los compromisos entre los actores para promover la normativa de transparencia y acceso a la información pública como forma de aprovechar su potencial en las instancias y vías de participación instituidos así como incidir en la mejora de los servicios que ofrecen las instituciones públicas. Con el conocimiento de la normativa por parte de los grupos interesados se crean las condiciones para la activación del control social, impactando en la calidad de la gobernabilidad democrática.",Not Specified,Not Specified,Dirección General de Ética e Integridad Gubernamental (DIGEIG),None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,22,0,a. low,1,0,0,0,0,0,1,1,0,0,1,Minor,1,c. Substantial,4,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,23,1,24: Guías estandarizadas de acceso a la información,24: Guías estandarizadas de acceso a la información,"Implementación de las guías que describen la información que las entidades gubernamentales proporcionarán al público, en cumplimiento de la Ley General de Libre Acceso a la Información Pública.",Not Specified,Not Specified,Dirección General de Ética e Integridad Gubernamental (DIGEIG),None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,24,0,a. low,1,0,0,0,0,0,1,1,0,0,1,Minor,1,c. Substantial,4,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,8,1,8: Monitoreo de función en los gobiernos locales,8: Monitoreo de función en los gobiernos locales,"Se pretende recolectar de forma permanente toda la información necesaria para constituir una base de datos actualizada sobre la forma en que se gestionan todos y cada uno de los ayuntamientos del país, a la luz de la Ley 41-08 de Función Pública.",Not Specified,Not Specified,Ministerio de Administración Pública (MAP),None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,8,0,b. medium,2,0,0,0,0,0,0,1,0,1,1,Moderate,2,a. Not started,2,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,1,1,1: Balanced Scorecard Presidencial (BSCP),1: Balanced Scorecard Presidencial (BSCP),"Disponer de una herramienta de consulta de los diferentes valores o indicadores de gestión gubernamental, de manera segura, rápida y exacta.",Not Specified,Not Specified,"Ministerio Presidencia, Consultoría Jurídica Poder Ejecutivo, Oficina Nacional de Estadística, Ministerio Hacienda","Ministerio de Economía, Planificación y Desarrollo",NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,1,0,a. low,1,0,0,0,0,0,1,1,0,1,1,Moderate,2,c. Substantial,4,1,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,6,1,6: Ley iniciativa participativa anti-corrupción,6: Ley iniciativa participativa anti-corrupción,"Elaboración, discusión, presentación y socialización de propuesta de institucionalización del IPAC para su aprobación y puesta en ejecución a través de mesas de discusión especializadas por áreas de la administración pública.",Not Specified,Not Specified,Dirección General de Ética e Integridad Gubernamental (DIGEIG),None Specified,NR,NR,NR,NR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,6,0,b. medium,2,0,0,0,0,0,0,1,0,0,1,Moderate,2,b. Limited,3,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,13,1,"14: Contribuir a la experiencia y el fortalecimiento de la Cámara de Cuentas en el control social en la República Dominicana, mediante el desarrollo de un ejercicio piloto que involucre a organizaciones civiles y comunitarias, así como a dependencias gubernamentales.","14: Contribuir a la experiencia y el fortalecimiento de la Cámara de Cuentas en el control social en la República Dominicana, mediante el desarrollo de un ejercicio piloto que involucre a organizaciones civiles y comunitarias, así como a dependencias gubernamentales.","14: Contribuir a la experiencia y el fortalecimiento de la Cámara de Cuentas en el control social en la República Dominicana, mediante el desarrollo de un ejercicio piloto que involucre a organizaciones civiles y comunitarias, así como a dependencias gubernamentales.",Not Specified,Not Specified,Cámara de Cuentas de la República Dominicana,Contraloría General de la República,NR,NR,NR,NR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,"14, 25",0,a. low,1,0,0,0,0,0,1,1,1,1,1,Moderate,2,b. Limited,3,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,15,1,16: Proyecto ley de protección de datos personales,16: Proyecto ley de protección de datos personales,"Crear, por Ley del Congreso Nacional, el marco jurídico relativo a la protección de datos personales, tanto en el ámbito público como en el privado.",Not Specified,Not Specified,Dirección General de Ética e Integridad Gubernamental,None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,16,0,b. medium,2,0,0,0,0,0,1,0,0,0,1,Moderate,2,c. Substantial,4,1,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,16,1,17: Sistema de Evaluación Institucional de Transparencia,17: Sistema de Evaluación Institucional de Transparencia,"Publicar en la web un sistema de evaluación institucional de transparencia, que incluya los indicadores que permitan determinar el nivel de cumplimiento de la Ley General de Libre Acceso a la Información Pública, de forma tal que la Presidencia de la República pueda auditar el cumplimiento de la misma.",Not Specified,Not Specified,Dirección General de Ética e Integridad Gubernamental (DIGEIG),Oficina Presidencial de Tecnologías de la Información y Comunicación,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,17,0,a. low,1,0,0,0,0,0,1,1,1,0,1,Moderate,2,b. Limited,3,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,18,1,"19: Estadísticas de quejas, reclamaciones y denuncias","19: Estadísticas de quejas, reclamaciones y denuncias","Publicar en los medios correspondientes, las estadísticas por institución de Quejas, Reclamaciones y Denuncias recibidas en el Sistema de Atención Ciudadana (Línea 311), a los fines de que las mismas sirvan de indicador para el cumplimiento eficiente del objetivo de cada Institución.",Not Specified,Not Specified,Oficina Presidencial de Tecnologías de la Información y Comunicación,None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,19,0,b. medium,2,0,0,0,0,0,1,1,1,1,1,Moderate,2,c. Substantial,4,1,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,20,1,21: Sistema Único Presencial de Servicios Públicos (PUNTO GOB),21: Sistema Único Presencial de Servicios Públicos (PUNTO GOB),"Ampliación del sistema único presencial de servicios públicos (PUNTO GOB) e implementación de estándares de interoperabilidad, que permitan al ciudadano acceder a varios servicios públicos otorgados por el Estado desde una única plataforma integral, tanto presencial como vía Internet.",Not Specified,Not Specified,Oficina Presidencial de Tecnologías de la Información y Comunicación,Ministerio de la Presidencia,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,21,0,a. low,1,0,0,0,0,0,1,0,0,0,1,Moderate,2,b. Limited,3,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,24,1,25: Implementación de un Sistema de Contraloría Social a las Instituciones encargadas del Control Externo del Estado<br/>,25: Implementación de un Sistema de Contraloría Social a las Instituciones encargadas del Control Externo del Estado<br/>,"25: Contribuir a la experiencia y al fortalecimiento de la Cámara de Cuentas en el control social en la República Dominicana, mediante el desarrollo de un ejercicio piloto que involucre a organizaciones civiles y comunitarias, así como una dependencia gubernamental.",Not Specified,Not Specified,Cámara de Cuentas de la República Dominicana,Contraloría General de la República,NR,NR,NR,NR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,"14, 25",0,a. low,1,0,0,0,0,0,1,1,1,1,1,Moderate,2,b. Limited,3,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,12,1,12: Herramientas para participación ciudadana en la creación de normativas,12: Herramientas para participación ciudadana en la creación de normativas,"Crear una herramienta de participación ciudadana en la creación de normativas, que permita la publicación de las propuestas y el intercambio de impresiones, sugerencias y comentarios con los ciudadanos y ciudadanas.",Not Specified,Not Specified,Ministerio de la Presidencia,Consultoría del Poder Ejecutivo,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,12,0,b. medium,2,0,0,0,0,0,1,1,0,1,1,Transformative,3,a. Not started,2,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,4,1,4: Proyecto de transparencia fiscal en las alcaldías,4: Proyecto de transparencia fiscal en las alcaldías,"Coordinar un proceso de desarrollo institucional de las Alcaldías en el área de transparencia fiscal y ejecución presupuestaria, propulsando su inclusión en el Sistema Integrado de Gestión Financiera y la publicación de las ejecuciones presupuestarias que se publican en dicho Sistema.",Not Specified,Not Specified,Ministerio de Hacienda,None Specified,NR,NR,NR,NR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,4,0,None,0,0,0,0,0,0,1,1,1,1,1,Transformative,3,b. Limited,3,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,5,1,5: Portal transaccional de compras y contrataciones,5: Portal transaccional de compras y contrataciones,"Desarrollar y administrar un portal transaccional que refleje todas las operaciones de adquisiciones gubernamentales de una manera transparente, competitiva y que facilite el acceso público a la información.",Not Specified,Not Specified,Dirección General de Compras y Contrataciones Públicas (DGCP),Ministerio de Hacienda,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,5,0,b. medium,2,0,0,0,0,0,1,1,1,1,1,Transformative,3,b. Limited,3,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,9,1,9: Sistema de Administración de Servidores Públicos (SASP) al nivel local,9: Sistema de Administración de Servidores Públicos (SASP) al nivel local,"Se pretende implementar la herramienta informática en todas las Alcaldías del país, conformando una base de datos actualizada de los servidores públicos del Estado dominicano, a la luz de la Ley 41-08 de Función Pública. Se tendría estadísticas detalladas sobre los empleados de carrera administrativa, concursos públicos, empleados en nómina, remuneraciones y cumplimiento de las normativas correspondientes.",Not Specified,Not Specified,Ministerio Administración Pública (MAP),None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,9,0,a. low,1,0,0,0,0,0,0,1,0,1,1,Transformative,3,b. Limited,3,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,11,1,"11: Marco Jurídico, Procedimientos Administrativos y Sistemas de Ventanilla","11: Marco Jurídico, Procedimientos Administrativos y Sistemas de Ventanilla","Crear el marco jurídico para la relación de administradores y administrados en el ámbito público, a la vez que se fomente la implementación de Cartas Compromiso con el Ciudadano en las instituciones públicas, eliminando la discrecionalidad en los trámites administrativos. Además, implementar las Ventanillas Únicas sectoriales, para la racionalización de los trámites que involucren varias Instituciones del Estado, a través de la interoperabilidad de sus plataformas.",Not Specified,Not Specified,Ministerio de Administración Pública (MAP),Consultoría del Poder Ejecutivo,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,11,0,a. low,1,0,0,0,0,0,0,1,1,0,1,Transformative,3,b. Limited,3,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,14,1,15: Órgano Rector de acceso a la información pública y de datos personales,15: Órgano Rector de acceso a la información pública y de datos personales,"Aprobación por parte del Congreso de la Ley que crea el Instituto Dominicano de Acceso a la Información Pública, como órgano descentralizado funcionalmente que velará por el cumplimiento de la ley que rige la materia y su puesta en ejecución. De igual manera, el citado Instituto tendrá a su cargo el cumplimiento de la Ley de Protección de Datos Personales.",Not Specified,Not Specified,Dirección General de Ética e Integridad Gubernamental (DIGEIG),None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,15,0,b. medium,2,0,0,0,0,0,1,0,0,0,1,Transformative,3,b. Limited,3,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,17,1,18: Portal de servicios del estado,18: Portal de servicios del estado,"Crear el Portal de Servicios del Estado disponible en www.gob.do, conectado con la base de datos de Servicios del Estado disponible en *GOB (462), para uso de los 2.2 millones de usuarios de la Internet en la República Dominicana.",Not Specified,Not Specified,Oficina Presidencial de Tecnologías de la Información y Comunicación,None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,18,0,b. medium,2,0,0,0,0,0,1,0,0,1,1,Transformative,3,c. Substantial,4,1,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,19,1,20: Creación del Sistema de Cuenta Única del Tesoro,20: Creación del Sistema de Cuenta Única del Tesoro,"La Cuenta Única del Tesoro, es una herramienta financiera que centraliza todos los recursos públicos en una sola cuenta bancaria; de esa manera, todos los pagos que efectúen las instituciones serán canalizados a través de una sola entidad, la Tesorería Nacional, lo cual ayudará a elevar el control y garantizar una mayor transparencia en el manejo del erario público. Incorpora todos los recursos a la corriente presupuestaria, y estos podrán ser operados dentro de la lógica programación que establecen las leyes del Sistema de Administración Financiera Pública. Permitirá la consolidación real de los ingresos y gastos públicos, lo cual es transparencia.",Not Specified,Not Specified,Ministerio de Hacienda,Tesorería General de la República,NR,NR,NR,NR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,20,0,a. low,1,0,0,0,0,0,1,0,0,0,1,Transformative,3,c. Substantial,4,1,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,1,NA,22,1,23: Proyecto de ley de declaración jurada de patrimonio y enriquecimiento ilícito,23: Proyecto de ley de declaración jurada de patrimonio y enriquecimiento ilícito,Promulgación de la Ley de Declaración Jurada de Patrimonio y Enriquecimiento Ilícito promulgada y del Reglamento de la Ley de Declaración Jurada de Patrimonio y Enriquecimiento Ilícito dictado por el Poder Ejecutivo.,Not Specified,Not Specified,Procuraduría Especializada de Persecución de la Corrupción Administrativa,Procuraduría General de la República,NR,NR,NR,NR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,23,0,b. medium,2,0,0,0,0,0,0,0,1,0,1,Transformative,3,c. Substantial,4,1,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Dominican Republic,2,NA,1,1,Portal de Datos Abiertos,Portal de Datos Abiertos,"Disponer de un sitio web que unifique las informaciones que maneja el sector público (en una primera etapa), a fin de acceder a un Catálogo Nacional de Datos Abiertos. El portal priorizara, más sin limitar que sean específicamente éstos, la liberación en formatos abiertos de por lo menos dos de los datos públicos que tienen las instituciones en los sub-portales de transparencia, con el objetivo de otorgarles mayor visibilidad, facilidad de acceso de manera que sean reutilizables, por el gobierno, la sociedad civil, organizaciones, empresas o ciudadanos en general, para hacer investigaciones y análisis, desarrollar aplicaciones o servicios, ejecutar mecanismos de control o para cualquier tipo de actividad comercial o no comercial. Estará organizado por áreas temáticas como son educación, salud, economía, social, comercial, medio ambiente, etc. Status quo o problema que se quiere resolver: Los datos públicos se presentan en un formato rígido que no permite su reutilización, imposibilitando la creación de herramientas de datos para mejorar servicios públicos, además de posibles fuentes de ingresos en el sector privado. Objetivo Principal: Que la sociedad pueda tener acceso a datos públicos en formato abierto, que sean gratuitos y reutilizables.",10/01/2014,06/01/2016,DIGEIG,"OPTIC; CSOs: Cámara TIC, Civil Innovación Lab, Fundación Taiguey, Sociedad Civil a nivel nacional.",NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,1,0,0,0,0,NR,NR,0,c. high,3,NR,NR,NR,NR,NR,1,0,0,1,1,Moderate,2,c. Substantial,4,ND,1,0,1,2014,2016,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,
